Date,Open,High,Low,Close,Volume
2010-01-04,594.994256681681,599.8906924055512,594.994256681681,597.9639282226562,1060024
2010-01-05,602.7719210194068,604.6810128164072,595.4007836896781,599.0244750976562,2683989
2010-01-06,586.1027458796682,603.4434728908942,586.1027458796682,592.3956298828125,3076209
2010-01-07,591.7946569208776,596.9385519186319,586.8805500781433,589.5497436523438,2033021
2010-01-08,590.5750511045024,599.8906242432987,590.5750511045024,593.279541015625,2940979
2010-01-11,597.8223731966441,601.0041599830842,591.5295372847112,592.97900390625,2235555
2010-01-12,594.6405529298564,599.908202238707,587.923437081077,593.6683349609375,3121051
2010-01-13,590.3982848538914,597.1154018163194,587.4639581839565,591.5296020507812,1822801
2010-01-14,594.004257787799,594.004257787799,584.3882080097608,589.8325805664062,3908340
2010-01-15,591.8300530400827,591.8300530400827,581.559934427058,583.7518310546875,3226792
2010-01-18,585.0246913253158,591.458955706901,579.7924334446911,585.0070190429688,1598541
2010-01-19,586.8628886492438,589.2669010080652,578.2190572341011,580.6760864257812,2303975
2010-01-20,583.6812019999351,583.9994001520981,576.4338191250038,578.3605346679688,2281223
2010-01-21,577.9539877768256,579.0853050646157,536.732178499311,538.8179931640625,11137290
2010-01-22,538.8356303307188,538.8356303307188,507.7954872620046,520.2928466796875,12968561
2010-01-25,520.7525606576911,529.9443802532273,514.7424799527112,526.9216918945312,3983746
2010-01-27,522.4846951452033,526.4089115696303,508.37877129947793,515.4671020507812,5295822
2010-01-28,519.6918581837318,525.5605112489812,498.4799773110678,506.0809020996094,9322481
2010-01-29,503.7829328113643,513.1515226087282,495.29819972142184,503.3763732910156,8075187
2010-02-01,510.74744010730194,510.74744010730194,497.7728332408167,501.04302978515625,5986399
2010-02-02,505.55065242533425,508.37889709493726,491.4093805270965,493.6719665527344,5351231
2010-02-03,495.42194668169634,515.0960014496599,491.4093679834658,512.67431640625,6031122
2010-02-04,509.08583096982113,515.0605166893882,503.99495324003965,510.7828063964844,3639273
2010-02-05,500.2475956341084,510.0050715804326,491.37392774605394,503.42938232421875,4964971
2010-02-08,509.0858366536213,516.8635315413618,499.71724852633827,510.6590576171875,3517267
2010-02-09,512.2675945129234,517.8710650902159,506.69946848560903,516.8104858398438,3634060
2010-02-10,520.0453777640716,522.1665851772188,505.90410829358973,507.7424621582031,2548539
2010-02-11,509.4394776499252,516.1565945251629,509.4394776499252,511.94952392578125,1173273
2010-02-15,515.4493856917464,515.6968460941406,503.4293255731007,506.6287841796875,1660459
2010-02-16,500.03553806483865,517.2172189932642,498.4800374918839,511.1011047363281,1971357
2010-02-17,516.2450331958614,524.6414062716043,515.7677844804854,521.212158203125,1994555
2010-02-18,524.4823347585907,524.4823347585907,517.2172786524209,521.9015502929688,1557193
2010-02-19,519.621106070182,528.176575627286,510.252517586388,522.6791381835938,2128083
2010-02-22,526.7624995653256,530.9695213289313,522.4140510259895,527.3104858398438,1523517
2010-02-23,524.994855690123,528.4771199857009,518.1186399432147,526.62109375,2109415
2010-02-24,524.9947319747497,535.9542125676342,520.045281295672,530.7042846679688,3990600
2010-02-25,533.8331052609993,545.499673223002,531.5528473428583,542.883544921875,5460808
2010-02-26,542.6714277154243,559.640941350525,540.5502203047065,553.0299072265625,4210276
2010-03-02,575.7974357066275,575.7974357066275,555.398671256137,560.489501953125,2401391
2010-03-03,558.668772993653,562.1157414113917,553.8077309099651,557.9263916015625,1871334
2010-03-04,556.7419724965699,562.9464467301151,552.3581797312526,561.77978515625,1820173
2010-03-05,563.1764312633879,570.9187846850467,559.4113125257927,561.2319946289062,2443961
2010-03-08,567.4188185647592,570.8481154945428,561.7623283943708,566.782470703125,2874874
2010-03-09,567.7722439366158,571.042441087237,559.5172986254685,561.7268676757812,2392031
2010-03-10,561.7622532943249,565.6510776290261,553.7370955866286,557.2193603515625,1706316
2010-03-11,558.0502927586854,560.3129279361749,551.7043885706478,555.9644775390625,1944045
2010-03-12,556.9009554019797,560.2595129509041,550.3429393267515,553.1889038085938,3276096
2010-03-15,552.9239515673596,558.3860461213592,545.4997967558512,549.3179321289062,2918470
2010-03-16,549.742094295396,569.38080361452,548.752203876023,565.3682250976562,2171043
2010-03-17,566.1283791318384,576.5752220554318,562.6991311849383,575.1787719726562,3615536
2010-03-18,574.1358723696975,578.0247453363717,566.0046322531987,571.2369384765625,2314122
2010-03-19,571.3429203375921,576.2216833850086,567.613146794302,573.1812744140625,2263830
2010-03-22,569.1863664031846,573.7999481355986,560.8960765289194,570.7242431640625,2033208
2010-03-23,572.7216670664287,574.8428746093398,566.5702088871822,571.0070190429688,1728180
2010-03-25,570.6004061343035,583.9639492889777,565.6509546974266,580.3402099609375,3721788
2010-03-26,579.4387786442969,583.2038965104226,575.4615448807992,577.2822265625,1978742
2010-03-29,579.3681182027369,590.3983405371789,574.524747925245,588.2594604492188,2884736
2010-03-30,590.39819249417,590.39819249417,575.0372455419501,578.8377075195312,1500988
2010-03-31,579.4388663070324,581.5600256016614,571.3959876183728,576.5575561523438,3110625
2010-04-01,580.5346039448185,585.6254817162657,576.9816025804015,583.5750122070312,1565478
2010-04-05,585.8907721231276,586.5094475976258,579.102965634106,582.0372924804688,1798537
2010-04-06,583.3276714764914,587.5170216330038,578.7317617560644,584.0524291992188,3518421
2010-04-07,585.0953617430933,586.5094841372211,580.2519913294506,581.91357421875,3612735
2010-04-08,581.4539229189836,582.5498469994665,571.5550188845331,574.8074951171875,2082294
2010-04-09,575.1964648356899,583.3277051333629,571.3960017427926,580.0575561523438,2930469
2010-04-12,581.559901143118,581.559901143118,564.5903876665789,567.56005859375,3428640
2010-04-13,568.4792556515388,570.49438081062,562.5929306735278,565.0322875976562,2510948
2010-04-15,569.1864458325427,572.3152166308847,553.3482452840426,555.7522583007812,3426606
2010-04-16,555.0451062371473,558.9339789156268,551.5097762658423,556.459228515625,2464409
2010-04-19,553.7548181677734,559.7825231367048,546.8786008694607,557.2901000976562,2127881
2010-04-20,556.8127600849679,567.0828793666132,553.8077442345337,561.7268676757812,2659090
2010-04-21,564.5905416164832,565.3329716882718,553.2775133639356,557.802734375,2041605
2010-04-22,554.6914926424262,567.7721827344576,550.8556858453794,555.858154296875,3432105
2010-04-23,558.5804822421817,573.4288402152127,556.8304893926455,571.873291015625,3712324
2010-04-26,574.489405810714,578.5373292467298,569.9288405645742,572.7217407226562,1145562
2010-04-27,572.0146449504679,579.6863083812585,569.6106321261218,576.0979614257812,1749150
2010-04-28,567.4187953244993,574.4894562981156,559.464326004295,563.0526733398438,2194976
2010-04-29,562.8226888319446,570.9539266958096,560.3479874843474,565.4918823242188,2317718
2010-04-30,569.1863425314212,574.4893371619113,566.3580981485803,570.9716796875,1467288
2010-05-03,566.7117544050882,567.065297161349,557.1310467218308,562.7875366210938,1266999
2010-05-04,563.5297956291201,569.1862838112497,542.1057519663898,547.7445678710938,2654397
2010-05-05,544.4392133930103,545.65889214626,535.5655431132673,544.0326538085938,2211421
2010-05-06,541.3634103969468,544.0856212673851,531.0049295253002,539.807861328125,2816106
2010-05-07,535.6007273526284,542.3178431760093,524.6412455856329,536.4315185546875,3154284
2010-05-10,545.853188342513,584.58261484244,537.7219503005028,546.8430786132812,2772567
2010-05-11,546.2951930989892,551.4744335607966,543.0603889829644,545.941650390625,1915303
2010-05-12,549.7421071250126,554.6915593373853,545.8532830261471,552.8885498046875,2177352
2010-05-13,555.0451389126373,559.2875059978188,548.4517758016284,555.398681640625,1618011
2010-05-14,551.9339718784432,560.3480644260818,537.7220123546352,540.6740112304688,1718943
2010-05-17,539.1537848983048,572.6332852852088,521.4948577490388,568.0903930664062,8069409
2010-05-18,570.9540999840752,595.5952814791459,570.9540999840752,587.2342529296875,10550373
2010-05-19,583.3277015866772,591.4059249891136,570.954094119887,577.52978515625,8234842
2010-05-20,578.0247434507829,588.6306855658588,571.6611684716926,580.5347900390625,4416095
2010-05-21,576.2570200326019,576.2570200326019,562.9995573175161,568.6737670898438,3020890
2010-05-24,576.2570321797141,582.9741493529616,571.4136136567921,576.751953125,2727688
2010-05-25,575.5499327045911,575.5499327045911,549.8305027030133,550.9794921875,4179827
2010-05-26,558.5803756564542,572.7216454584917,555.5046224077659,568.390869140625,2481957
2010-05-27,569.1863636359292,579.3504006419043,567.418698693557,575.8504638671875,3673959
2010-05-28,578.0247584702505,581.5600402336543,571.4313465587353,575.0374145507812,1934824
2010-05-31,574.8429429257297,579.7570023013224,572.7217351307268,576.7343139648438,1919479
2010-06-01,575.5146975761762,575.5146975761762,562.0451164373828,563.3885498046875,1810874
2010-06-02,567.4186218718767,579.0851894919316,560.3480116098834,576.804931640625,2664166
2010-06-03,576.8049732003014,590.3982570004268,576.8049732003014,589.249267578125,2846650
2010-06-04,592.51970105423,592.51970105423,581.2773598966492,591.1055297851562,1538853
2010-06-07,579.7924090181209,585.0953558047217,574.065181822386,579.8630981445312,1230927
2010-06-08,581.5599155586152,584.564979666131,572.3680975539053,575.3377685546875,2037291
2010-06-09,578.378064394483,583.3275155124305,571.1306833058298,580.764404296875,2243997
2010-06-10,582.3377511981635,592.1659664538705,582.267062077698,591.2467651367188,3062198
2010-06-11,594.6406175341808,595.7012455519839,590.7517937862173,592.890625,2269413
2010-06-14,594.6407040255621,604.4689198721903,593.5447798413542,602.383056640625,3002206
2010-06-15,609.365278738012,611.0799268849507,601.0042510183047,609.6481323242188,3101676
2010-06-16,615.1456485137982,615.1456485137982,604.5573772450339,608.499267578125,1983834
2010-06-17,608.0747164469338,629.9936776061365,604.8929301963979,628.2260131835938,6239173
2010-06-18,629.2868628634872,642.5443274550706,629.2868628634872,635.8272094726562,5589558
2010-06-21,638.3195787782465,651.5593214244776,636.7993742262491,649.2083740234375,3011031
2010-06-22,647.6704642482293,650.498708738129,638.6023513403692,645.248779296875,3265074
2010-06-23,644.8422424068632,645.248801959688,621.1732812896712,624.0015258789062,5630807
2010-06-24,628.5798193546849,635.5620700489185,624.1783530025114,633.405517578125,3753819
2010-06-25,632.82202602221,634.5720184597471,619.5115481006467,621.8978881835938,1729572
2010-06-28,621.8626321211268,635.1377673765141,621.3677111765616,633.8473510742188,1676344
2010-06-29,632.6982341875778,638.7259365483756,629.2866111638068,635.2259521484375,3150002
2010-06-30,629.2866507255093,642.3673395342341,627.9432664220737,639.5214233398438,2708743
2010-07-01,636.2159609169535,638.4609228925879,631.4079359521821,634.2892456054688,1386580
2010-07-02,635.720940303098,640.5996536167409,629.2866297710566,631.4078369140625,1035810
2010-07-05,631.4080933027687,638.620132547208,629.3399506974517,633.1227416992188,955363
2010-07-06,633.8827840674023,638.2135125305998,631.76157626384,636.2514038085938,1142779
2010-07-07,637.4181249479819,638.0191282173538,629.2868842534444,631.7086181640625,1253083
2010-07-08,636.3573732086528,646.6098191326654,636.3220286524016,643.3926391601562,2338247
2010-07-09,646.9633991238297,649.827036813519,642.7210322560418,644.1881713867188,1404481
2010-07-12,639.8927284170115,649.420417119369,638.1250635815815,645.6022338867188,2396166
2010-07-13,646.9633926701661,653.2916226228896,642.721025844697,650.0921630859375,2688162
2010-07-14,648.7841332324949,670.2611991594305,648.7841332324949,666.0011596679688,4515871
2010-07-15,669.5893742438288,670.932807253489,660.5035898379953,662.4656982421875,2694048
2010-07-16,662.8723215112111,666.4076514345202,658.1349852400034,661.3167724609375,2488567
2010-07-19,659.5845358242494,671.3217948981088,656.2789939159385,669.695556640625,2349240
2010-07-20,669.6954475074542,678.4276891281312,668.2813254031205,673.1246948242188,2295076
2010-07-21,673.4428898560164,678.7812290767247,670.7737445207714,677.2080078125,2049833
2010-07-22,678.4276607217935,682.9881764009435,670.1903403349402,681.3619384765625,2340938
2010-07-23,685.7812099811949,687.6372362936405,682.3165692710342,685.091796875,2851672
2010-07-26,685.8520049054445,689.6347957826162,677.0136789703262,678.763671875,1649025
2010-07-27,682.3165225561186,682.3165225561186,652.301662727207,658.8596801757812,10142736
2010-07-28,657.5694099332622,664.6400216033879,643.0392507596647,644.718505859375,3784592
2010-07-29,639.963425150426,649.278998067441,633.5291619710323,642.7033081054688,4492296
2010-07-30,652.248736223731,652.248736223731,633.2110289149606,634.3423461914062,2407952
2010-08-02,636.7110260651222,645.0543818933807,636.7110260651222,640.7059326171875,1354565
2010-08-03,643.4280716307698,644.8068007102038,627.9256958494551,631.1074829101562,2674543
2010-08-04,632.1151238213619,642.3675230914655,627.8373636190196,638.4786987304688,2379782
2010-08-05,643.392789770375,644.5417794187914,637.7716446045825,639.4332275390625,2221589
2010-08-06,641.6604371648738,646.8573498035925,634.6427941794012,636.8877563476562,1769087
2010-08-09,639.4331698073627,642.3674966513943,635.2438197346507,640.9180297851562,1381054
2010-08-10,640.9179385663884,648.5895521923857,636.9053604216581,646.0264892578125,2302929
2010-08-11,643.428105975277,650.1275023094219,638.1251110743093,641.130126953125,2323271
2010-08-12,641.1300906367474,642.7209841619006,634.9609601569914,637.276611328125,1762942
2010-08-13,639.5393097828633,644.4887625720039,636.3928667365282,639.4332275390625,1214565
2010-08-16,633.5292342046351,647.670506118552,630.0292486507204,632.7868041992188,1765008
2010-08-17,637.6285931338005,640.3699484713565,629.7428085119037,631.4160766601562,1806876
2010-08-18,632.1102767600784,640.8327441742989,627.3040311787711,638.0202026367188,2044404
2010-08-19,640.8326143015145,648.6650074883498,640.8326143015145,647.3833618164062,1500898
2010-08-20,649.7332384973821,667.4985620382582,644.3929977200952,665.3268432617188,4259988
2010-08-23,665.7540117340588,671.6283446237663,658.2776458373015,668.7445678710938,2872219
2010-08-24,667.5342264225243,670.2577856894881,659.0254138445832,662.4075927734375,1041077
2010-08-25,662.9058127534126,666.6796129099912,655.4294475812524,659.0430297851562,1543353
2010-08-26,659.7017293490534,667.1781443204454,655.7855562183981,663.8849487304688,2526671
2010-08-27,665.7897110613737,667.516369057127,647.3123290519432,654.9489135742188,1126498
2010-08-30,658.5624603806011,663.9739356975042,644.3929246888666,647.508056640625,1018057
2010-08-31,650.0892711205751,650.0892711205751,637.2726149587601,645.6924438476562,1978731
2010-09-01,647.953134534224,654.3614620235002,641.5448070449477,652.83056640625,1221300
2010-09-02,656.4976006106774,661.1258321355272,651.5489331244293,655.5541381835938,1309945
2010-09-03,667.4274280031377,667.4274280031377,649.7332893389508,653.311279296875,818982
2010-09-06,658.6335830494801,661.1256883702996,650.8011891804937,652.9016723632812,1504644
2010-09-07,658.2775433476539,672.411484318848,656.9246624480843,667.9790649414062,2665080
2010-09-08,666.9645340763041,670.4179478782052,659.5237606088872,664.5258178710938,1481566
2010-09-09,666.1100591046206,671.0943194699895,661.5174209426615,669.8482666015625,1592421
