Date,Open,High,Low,Close,Volume
2010-01-04,74.69407099858692,75.94629781177753,74.36673736225278,74.94451904296875,6100980
2010-01-05,75.13346202722735,75.79252748360653,74.91377354176763,75.01043701171875,16773200
2010-01-06,75.30922415360837,75.57285306698209,74.17123919612332,75.06098175048828,13279680
2010-01-07,77.69942768123614,77.69942768123614,74.76439251627644,75.2564926147461,12247960
2010-01-08,75.2213256065554,75.72221501548421,74.73801502845754,75.35533905029297,14171800
2010-01-11,76.83163204935907,76.83163204935907,74.80390555853519,75.05215454101562,27533220
2010-01-12,75.04558679202394,75.21254547937875,73.7538174451671,74.48318481445312,9814100
2010-01-13,74.03281771539231,74.46560428323659,73.1804253519743,74.22394561767578,20693500
2010-01-14,75.13346537438495,75.30043077616794,73.37595741241104,73.9822998046875,20345280
2010-01-15,74.62376348188022,74.65012502049615,73.41987518936119,74.43702697753906,23163460
2010-01-18,74.25470661086963,78.12122521905327,73.90760176065456,77.62252807617188,47002920
2010-01-19,77.55003569846568,78.59575503911515,77.01838661146407,78.1739501953125,33328440
2010-01-20,78.42878035607085,78.648468816452,76.58339862974113,77.15898132324219,27304220
2010-01-21,77.36988840580443,77.36988840580443,74.91816412872245,75.2059555053711,25046940
2010-01-22,74.51832644774129,74.69407452959652,72.6729380664636,73.68790435791016,18947400
2010-01-25,72.93656775700956,73.72304948350725,71.67555815865394,72.79157257080078,12057580
2010-01-27,72.98490257304255,72.98490257304255,69.7247265363032,70.17728424072266,24215580
2010-01-28,70.73968079177722,71.13511731942847,69.28094626791636,70.00372314453125,34864460
2010-01-29,69.42155627584314,71.92600348416295,68.2132696950927,71.6645736694336,32870340
2010-02-01,71.5305758229318,71.5305758229318,69.64125341158754,70.28933715820312,15034660
2010-02-02,70.6078623127534,70.95497379766343,69.07004325371365,69.38200378417969,20669400
2010-02-03,70.30030877715858,71.7238924434656,69.33368087234462,71.29988861083984,15455340
2010-02-04,71.09119226066815,71.39436343061337,69.66321716493677,71.03627014160156,17210480
2010-02-05,70.21244965510273,70.21244965510273,68.76250413752858,69.12938690185547,18693880
2010-02-08,69.64123608258592,69.81039376928031,68.05947661915576,68.86793518066406,15181200
2010-02-09,68.84157416202457,69.32928282241194,68.16932799559329,69.05467224121094,23947500
2010-02-10,69.2018719749693,71.06702504566123,68.71855463181264,70.01691436767578,27733360
2010-02-11,70.47606264764275,71.75025987135143,69.86093757713543,70.21244049072266,14539380
2010-02-15,70.16850514538942,71.16589280672954,69.53140984001816,70.90666198730469,9604980
2010-02-16,70.52001519229788,71.29771443332204,69.86094962975304,70.58152770996094,14349700
2010-02-17,71.09118661783377,72.978309674649,70.95498084605754,72.75862121582031,24796680
2010-02-18,73.15187176181392,74.25470550695701,72.53014961510978,73.98009490966797,20008840
2010-02-19,73.37594534184453,74.69407609648844,72.76521169370058,74.42605590820312,14691980
